user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	GCF_002008365.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	98.03	0.93	GCF_002008365.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	98.03	0.93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002953715.1, s__Rhizobium leguminosarum_K, 95.0, 93.72, 0.9; GCF_001657485.1, s__Rhizobium sp001657485, 95.0, 92.76, 0.87; GCF_000419745.1, s__Rhizobium leguminosarum_C, 95.0, 92.47, 0.87; GCF_000769405.1, s__Rhizobium leguminosarum_E, 95.0, 92.41, 0.85; GCF_005860925.1, s__Rhizobium sp005860925, 95.0, 92.08, 0.87; GCF_000009265.1, s__Rhizobium leguminosarum_L, 95.0, 91.85, 0.86; GCF_001652265.1, s__Rhizobium leguminosarum_D, 95.0, 91.82, 0.85; GCF_000023185.1, s__Rhizobium leguminosarum_J, 95.0, 91.74, 0.85; GCF_004123835.1, s__Rhizobium leguminosarum_M, 95.0, 91.65, 0.83; GCF_000371905.1, s__Rhizobium leguminosarum_I, 95.0, 91.26, 0.79; GCF_002008165.1, s__Rhizobium laguerreae, 95.0, 91.05, 0.82; GCF_003985145.1, s__Rhizobium anhuiense, 95.0, 90.21, 0.84; GCF_002531725.1, s__Rhizobium sp002531725, 95.0, 88.79, 0.77; GCF_000292525.1, s__Rhizobium sp000292525, 95.0, 87.67, 0.76; GCF_002531905.1, s__Rhizobium sp002531905, 95.0, 87.33, 0.79; GCF_000271845.1, s__Rhizobium leguminosarum_G, 95.0, 87.28, 0.76; GCF_002531935.1, s__Rhizobium sp002531935, 95.0, 87.2, 0.75; GCF_001664485.1, s__Rhizobium sp001664485, 95.0, 87.16, 0.75; GCF_001187535.1, s__Rhizobium ecuadorense, 95.0, 87.09, 0.76; GCF_000172795.2, s__Rhizobium sp000172795, 95.0, 87.0, 0.68; GCF_002914525.1, s__Rhizobium hidalgonense, 95.0, 86.92, 0.78; GCF_002531755.2, s__Rhizobium acidisoli, 95.0, 86.84, 0.79; GCF_003938655.1, s__Rhizobium pisi, 95.0, 86.62, 0.73; GCF_003985155.1, s__Rhizobium vallis, 95.0, 86.49, 0.71; GCF_002211285.1, s__Rhizobium sp002211285, 95.0, 86.3, 0.68; GCF_002531955.1, s__Rhizobium sp002531955, 95.0, 86.29, 0.69; GCA_002008155.1, s__Rhizobium sophorae, 95.0, 85.77, 0.7; GCF_002211305.1, s__Rhizobium sp002211305, 95.0, 85.75, 0.7; GCF_002531825.1, s__Rhizobium sp002531825, 95.0, 85.75, 0.71; GCF_003985125.1, s__Rhizobium phaseoli, 95.0, 85.69, 0.73; GCF_001662075.1, s__Rhizobium bangladeshense_B, 95.0, 85.63, 0.7; GCF_002204185.1, s__Rhizobium esperanzae, 95.0, 85.55, 0.67; GCF_000092045.1, s__Rhizobium etli, 95.0, 85.42, 0.7; GCF_900094625.1, s__Rhizobium aethiopicum, 95.0, 85.33, 0.7; GCF_002117485.1, s__Rhizobium sp002117485, 95.0, 84.82, 0.7; GCF_001662055.1, s__Rhizobium bangladeshense, 95.0, 84.74, 0.7; GCF_900471515.1, s__Rhizobium sp900471515, 95.0, 81.92, 0.55; GCF_000744505.1, s__Rhizobium alamii, 95.0, 81.67, 0.57; GCF_900470965.1, s__Rhizobium sp900470965, 95.0, 81.5, 0.58; GCF_900468805.1, s__Rhizobium sp900468805, 95.0, 81.32, 0.56; GCF_900466475.1, s__Rhizobium sp900466475, 95.0, 81.24, 0.52; GCA_900468685.1, s__Rhizobium sp900468685, 95.0, 80.94, 0.48; GCF_900471925.1, s__Rhizobium sp900471925, 95.0, 80.83, 0.53; GCA_900465675.1, s__Rhizobium sp900465675, 95.0, 80.59, 0.44; GCF_004341105.1, s__Rhizobium sp004341105, 95.0, 80.52, 0.51; GCF_900169785.1, s__Rhizobium sullae, 95.0, 80.47, 0.51; GCF_000377565.1, s__Rhizobium sp000377565, 95.0, 80.31, 0.41; GCF_900099775.1, s__Rhizobium loessense, 96.05, 80.27, 0.5; GCF_000745655.1, s__Rhizobium leguminosarum_A, 95.0, 80.19, 0.42; GCF_000419765.1, s__Rhizobium mongolense, 96.05, 80.16, 0.5; GCF_000746385.1, s__Rhizobium sp000746385, 95.0, 80.12, 0.42; GCF_000799775.1, s__Rhizobium sp000799775, 95.0, 80.12, 0.45; GCF_900467745.1, s__Rhizobium sp900467745, 95.0, 80.09, 0.42; GCF_900465665.1, s__Rhizobium sp900465665, 95.0, 80.04, 0.43; GCF_004365425.1, s__Rhizobium azibense, 95.29, 80.01, 0.5; GCF_000799845.1, s__Rhizobium sp000799845, 95.27, 80.0, 0.45; GCF_000577275.1, s__Rhizobium favelukesii, 95.66, 79.99, 0.44; GCA_002200935.1, s__Rhizobium yanglingense, 95.29, 79.88, 0.48; GCA_900470805.1, s__Rhizobium sp900470805, 95.0, 79.86, 0.43; GCF_900472605.1, s__Rhizobium sp900472605, 95.0, 79.82, 0.42; GCF_900489925.1, s__Rhizobium sp900489925, 95.0, 79.78, 0.36; GCF_000282035.1, s__Rhizobium sp000282035, 95.0, 79.76, 0.45; GCA_900472625.1, s__Rhizobium sp900472625, 95.0, 79.68, 0.43; GCF_001908375.1, s__Rhizobium etli_B, 95.0, 79.65, 0.48; GCF_900110205.1, s__Rhizobium tibeticum, 95.66, 79.64, 0.44; GCF_900468535.1, s__Rhizobium sp900468535, 95.0, 79.61, 0.36; GCF_000799715.1, s__Rhizobium rhizogenes_C, 95.0, 79.6, 0.45; GCF_000696095.1, s__Rhizobium rhizogenes, 95.0, 79.58, 0.46; GCF_002211365.1, s__Rhizobium sp002211365, 95.0, 79.52, 0.33; GCF_001426265.1, s__Rhizobium sp001426265, 95.0, 79.48, 0.35; GCF_003627795.1, s__Rhizobium sp003627795, 95.0, 79.46, 0.43; GCF_900094555.1, s__Rhizobium hainanense, 95.0, 79.42, 0.43; GCF_001424945.1, s__Rhizobium sp001424945, 95.0, 79.39, 0.39; GCF_003122325.1, s__Rhizobium album, 95.0, 79.29, 0.33; GCF_001429725.1, s__Rhizobium sp001429725, 95.0, 79.29, 0.38; GCF_001542405.1, s__Rhizobium altiplani, 95.0, 79.26, 0.4; GCF_002944315.1, s__Rhizobium sp002944315, 95.0, 79.25, 0.42; GCF_000745735.1, s__Rhizobium rhizogenes_A, 95.0, 79.24, 0.44; GCF_004341625.1, s__Rhizobium sp004341625, 95.0, 79.24, 0.36; GCF_004345245.1, s__Rhizobium sp004345245, 95.0, 79.2, 0.39; GCF_003025035.1, s__Rhizobium sp003025035, 95.0, 79.16, 0.31; GCF_000746265.1, s__Rhizobium sp000746265, 95.0, 79.16, 0.35; GCF_000312665.1, s__Rhizobium mesoamericanum, 95.0, 79.12, 0.34; GCF_000426285.1, s__Rhizobium leucaenae, 95.0, 79.12, 0.4; GCF_900094585.1, s__Rhizobium multihospitium, 95.0, 79.09, 0.45; GCF_000799755.1, s__Rhizobium tropici_A, 95.0, 79.08, 0.4; GCF_000298315.2, s__Rhizobium grahamii, 95.0, 79.06, 0.38; GCF_000745725.1, s__Rhizobium rhizogenes_B, 95.0, 79.06, 0.45; GCF_000359745.1, s__Rhizobium freirei, 95.0, 79.05, 0.4; GCF_900094565.1, s__Rhizobium lusitanum, 95.0, 79.05, 0.44; GCF_900469615.1, s__Rhizobium sp900469615, 95.0, 78.99, 0.41; GCF_900472485.1, s__Rhizobium sp900472485, 95.0, 78.96, 0.41; GCF_004362445.1, s__Rhizobium sp004362445, 95.0, 78.88, 0.41; GCF_001692325.1, s__Rhizobium sp001692325, 95.0, 78.85, 0.41; GCF_002277895.1, s__Rhizobium sp002277895, 95.0, 78.85, 0.4; GCF_900466605.1, s__Rhizobium sp900466605, 95.0, 78.79, 0.35; GCF_900468625.1, s__Rhizobium sp900468625, 95.0, 78.69, 0.41; GCF_003627755.1, s__Rhizobium jaguaris, 95.0, 78.54, 0.41; GCF_003240585.1, s__Rhizobium tubonense, 95.0, 78.49, 0.34	29.52	11	N/A	N/A
bin.76	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	N/A	N/A	N/A	N/A	N/A	GCF_004364325.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola oryzae	86.0	0.62	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001921215.1, s__Actinophytocola xinjiangensis, 95.0, 80.77, 0.58; GCF_001921205.1, s__Actinophytocola xanthii, 95.0, 80.11, 0.75	10.34	11	0.9647807683547769	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.77	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 84.18, 0.7; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 83.3, 0.57; GCA_001464835.1, s__Pseudolabrys sp001464835, 95.0, 79.75, 0.58; GCF_003367395.1, s__Pseudolabrys taiwanensis, 95.0, 79.42, 0.39; GCF_005153485.1, s__Pseudolabrys sp005153485, 95.0, 79.2, 0.42; GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 79.19, 0.43; GCF_003367195.1, s__Pseudolabrys sp003367195, 95.0, 79.04, 0.44; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 78.54, 0.37	17.54	11	0.9663709286277106	Genome has more than 73.3% of markers with multiple hits
bin.78	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	N/A	GCA_007113665.1, s__Streptomyces mirabilis_B, 95.66, 87.58, 0.7; GCF_002846625.1, s__Streptomyces sp002846625, 95.0, 87.14, 0.71; GCF_001514115.1, s__Streptomyces olivochromogenes, 95.66, 86.99, 0.74; GCF_002300165.1, s__Streptomyces sp002300165, 95.0, 86.45, 0.59; GCF_002946835.1, s__Streptomyces dengpaensis, 95.0, 85.43, 0.6; GCF_000009765.2, s__Streptomyces avermitilis, 95.0, 85.4, 0.64; GCF_002911015.1, s__Streptomyces populi, 95.0, 85.31, 0.66; GCF_002078175.1, s__Streptomyces sp002078175, 95.0, 85.15, 0.68; GCF_000725495.1, s__Streptomyces aureus_B, 95.0, 84.91, 0.69; GCF_003664315.1, s__Streptomyces sp003664315, 95.0, 84.7, 0.65; GCA_007050945.1, s__Streptomyces sp007050945, 95.0, 84.49, 0.65; GCF_001417775.1, s__Streptomyces sp001417775, 95.0, 84.36, 0.58; GCF_001418655.1, s__Streptomyces phaeochromogenes, 95.0, 84.26, 0.61; GCF_003024195.1, s__Streptomyces sp003024195, 95.0, 84.15, 0.62; GCA_001700545.1, s__Streptomyces minutiscleroticus, 95.0, 83.84, 0.44; GCF_003384795.1, s__Streptomyces sp003384795, 95.0, 83.77, 0.6; GCF_002291145.1, s__Streptomyces sp002291145, 95.0, 83.76, 0.59; GCF_004104505.1, s__Streptomyces sp003046555, 95.0, 83.73, 0.61; GCF_002754715.1, s__Streptomyces sp002754715, 95.0, 83.68, 0.63; GCF_001418335.1, s__Streptomyces aurantiacus, 95.0, 83.64, 0.6; GCF_004187715.1, s__Streptomyces sp004187715, 95.0, 83.62, 0.6; GCF_005768555.2, s__Streptomyces sp005768555, 95.0, 83.61, 0.56; GCF_001484565.1, s__Streptomyces sp001484565, 95.0, 83.59, 0.64; GCF_000972385.1, s__Streptomyces sp000972385, 95.0, 83.59, 0.58; GCF_000411315.1, s__Streptomyces sp000411315, 95.0, 83.54, 0.65; GCF_000974985.2, s__Streptomyces mangrovisoli, 95.0, 83.53, 0.64; GCF_000720765.1, s__Streptomyces sp000720765, 95.0, 83.52, 0.65; GCF_000719285.1, s__Streptomyces bicolor, 95.0, 83.52, 0.6; GCF_000349325.1, s__Streptomyces davaonensis, 95.0, 83.51, 0.6; GCF_006715395.1, s__Streptomyces sp006715395, 95.0, 83.5, 0.63; GCF_001513975.1, s__Streptomyces curacoi, 95.0, 83.48, 0.6; GCF_004364215.1, s__Streptomyces sp004364215, 95.0, 83.46, 0.64; GCF_000716805.1, s__Streptomyces yerevanensis, 95.0, 83.45, 0.57; GCF_004346005.1, s__Streptomyces sp004346005, 95.0, 83.45, 0.65; GCF_003851625.1, s__Streptomyces sp003851625, 95.0, 83.43, 0.63; GCF_000720255.1, s__Streptomyces griseus_I, 95.0, 83.4, 0.61; GCF_003688995.1, s__Streptomyces shenzhenensis, 95.0, 83.39, 0.62; GCA_000719105.1, s__Streptomyces sclerotialus_B, 95.0, 83.37, 0.53; GCF_004342105.1, s__Streptomyces sp004342105, 95.0, 83.33, 0.61; GCF_001550375.1, s__Streptomyces europaeiscabiei, 95.0, 83.29, 0.61; GCA_000715615.1, s__Streptomyces cinnabarinus, 95.0, 83.29, 0.6; GCF_003814875.1, s__Streptomyces sp003814875, 95.0, 83.28, 0.65; GCF_002217755.1, s__Streptomyces hyaluromycini, 95.0, 83.28, 0.65; GCF_001514305.1, s__Streptomyces sp001514305, 95.0, 83.26, 0.6; GCF_001514235.1, s__Streptomyces caeruleatus, 95.0, 83.22, 0.6; GCF_003963535.1, s__Streptomyces sp003963535, 95.0, 83.22, 0.62; GCF_003955715.1, s__Streptomyces sp900206255, 95.26, 83.22, 0.64; GCF_001513965.1, s__Streptomyces cellostaticus, 95.0, 83.22, 0.62; GCF_004368645.1, s__Streptomyces sp004368645, 95.0, 83.22, 0.57; GCF_004337435.1, s__Streptomyces sp004337435, 95.0, 83.2, 0.58; GCF_006539505.1, s__Streptomyces spinoverrucosus, 95.0, 83.18, 0.62; GCF_004343515.1, s__Streptomyces sp004343515, 95.0, 83.18, 0.68; GCF_004023625.1, s__Streptomyces sp004023625, 95.0, 83.18, 0.57; GCF_001005085.2, s__Streptomyces humi, 95.0, 83.17, 0.66; GCF_900103585.1, s__Streptomyces sp900103585, 95.0, 83.12, 0.64; GCF_004028635.1, s__Streptomyces cyaneus, 95.0, 83.1, 0.63; GCF_001509475.1, s__Streptomyces regalis, 95.0, 83.08, 0.61; GCF_004363835.1, s__Streptomyces sp004363835, 95.0, 83.07, 0.64; GCF_900290235.1, s__Streptomyces sp900290235, 95.67, 83.06, 0.59; GCF_900114955.1, s__Streptomyces sp900114955, 95.0, 83.05, 0.59; GCF_001905845.1, s__Streptomyces sp001905845, 95.0, 83.04, 0.61; GCF_001270495.1, s__Streptomyces viridochromogenes_A, 95.0, 83.01, 0.62; GCF_001514125.1, s__Streptomyces longwoodensis, 95.0, 83.0, 0.6; GCF_000383595.1, s__Streptomyces bottropensis, 96.77, 82.99, 0.61; GCF_002237655.1, s__Streptomyces sp002237655, 95.0, 82.99, 0.62; GCF_000091305.1, s__Streptomyces scabiei, 95.0, 82.98, 0.61; GCF_000225525.1, s__Streptomyces zinciresistens, 95.0, 82.96, 0.58; GCF_001189035.1, s__Streptomyces stelliscabiei, 96.77, 82.94, 0.64; GCF_002920635.1, s__Streptomyces sp002920635, 95.0, 82.93, 0.61; GCF_001419765.1, s__Streptomyces torulosus, 95.67, 82.9, 0.55; GCF_003074055.1, s__Streptomyces nigra, 95.0, 82.87, 0.62; GCF_002803065.1, s__Streptomyces sp002803065, 95.0, 82.87, 0.57; GCA_002214185.1, s__Streptomyces capitiformicae, 95.0, 82.86, 0.58; GCF_900091315.1, s__Streptomyces sp900091315, 95.0, 82.84, 0.61; GCF_003261055.1, s__Streptomyces sp003261055, 95.0, 82.81, 0.64; GCF_005280195.1, s__Streptomyces galbus, 95.0, 82.81, 0.63; GCF_000317595.1, s__Streptomyces ipomoeae, 95.0, 82.79, 0.57; GCF_004005495.1, s__Streptomyces sp004005495, 95.0, 82.79, 0.55; GCF_001418475.1, s__Streptomyces ossamyceticus, 95.66, 82.79, 0.55; GCF_001509795.1, s__Streptomyces sp001509795, 95.0, 82.75, 0.64; GCF_001642995.1, s__Streptomyces jeddahensis, 95.0, 82.73, 0.52; GCF_002128465.1, s__Streptomyces pharetrae, 95.0, 82.72, 0.56; GCF_000772895.1, s__Streptomyces galbus_A, 95.0, 82.72, 0.61; GCA_003248315.1, s__Streptomyces sp003248315, 95.0, 82.64, 0.56; GCF_003403055.1, s__Streptomyces sp003403055, 95.0, 82.63, 0.61; GCF_000761215.1, s__Streptomyces glaucescens, 95.0, 82.63, 0.55; GCF_001418645.1, s__Streptomyces neyagawaensis, 95.42, 82.53, 0.55; GCF_000373565.1, s__Streptomyces sp000373565, 95.0, 82.42, 0.57; GCF_004684775.1, s__Streptomyces sp004684775, 95.0, 82.42, 0.55; GCF_001419745.1, s__Streptomyces silaceus, 95.0, 82.37, 0.55; GCF_003259365.1, s__Streptomyces sp003259365, 95.0, 82.32, 0.58; GCA_001418385.1, s__Streptomyces alboniger, 95.0, 82.18, 0.51; GCF_002556545.1, s__Streptomyces formicae, 95.0, 82.17, 0.58; GCF_001418325.1, s__Streptomyces atriruber, 95.0, 82.15, 0.54; GCF_001418465.1, s__Streptomyces kanamyceticus, 95.0, 82.1, 0.55; GCF_000716675.1, s__Streptomyces alboflavus, 95.0, 82.07, 0.57; GCA_001642695.1, s__Streptomyces chilikensis, 95.0, 81.07, 0.35; GCF_000827005.1, s__Streptomyces albus_F, 95.0, 80.75, 0.53; GCF_001905345.1, s__Streptomyces uncialis, 95.0, 80.72, 0.5; GCF_003112515.1, s__Streptomyces fragilis, 95.0, 80.54, 0.49	32.96	11	0.9835297308739185	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.80	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003246755.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__SZUA-320 sp003246755	75.78	0.05	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	65.83	11	0.820019263097984	Genome has more than 12.5% of markers with multiple hits
bin.81	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__;s__	taxonomic novelty determined using RED	N/A	N/A	33.55	11	0.8410049812174846	N/A
bin.82	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_005798855.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__F1-60-MAGs149;s__F1-60-MAGs149 sp005798855	75.27	0.06	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	82.18	11	0.6468013308047464	Genome has more than 10.0% of markers with multiple hits
bin.83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	N/A	N/A	N/A	N/A	N/A	GCA_003242275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	80.04	0.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.3	11	0.9243291009053621	Genome has more than 18.3% of markers with multiple hits
bin.85	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003142495.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__FEN-1250 sp003142495	77.03	0.25	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	70.62	11	0.7957216149393733	Genome has more than 15.8% of markers with multiple hits
bin.86	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__QHBO01;f__QHBO01;g__CF-167;s__	N/A	N/A	N/A	N/A	N/A	GCA_005879775.1	95.0	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__QHBO01;f__QHBO01;g__CF-167;s__CF-167 sp005879775	78.62	0.33	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__QHBO01;f__QHBO01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	51.17	11	0.8869348394001264	N/A
bin.87	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	16.96	11	0.8718553515332661	N/A
bin.89	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222675.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__QHWT01 sp003222675	78.12	0.33	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	40.73	11	0.8992334897253881	Genome has more than 36.7% of markers with multiple hits
bin.90	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222675.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__QHWT01 sp003222675	77.31	0.29	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	29.15	11	0.9037340767452464	N/A
bin.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	taxonomic novelty determined using RED	N/A	N/A	69.17	11	0.9047499096905537	Genome has more than 10.0% of markers with multiple hits
bin.93	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003175865.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01 sp003175865	76.11	0.05	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	30.85	11	0.9417303941057555	Genome has more than 35.0% of markers with multiple hits
bin.94	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005885405.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01 sp005885405	81.61	0.56	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	81.53	11	0.8935990788561771	N/A
bin.95	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	61.85	11	0.8051313238859945	Genome has more than 23.3% of markers with multiple hits
bin.96	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003246755.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__SZUA-320 sp003246755	75.8	0.04	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	47.28	11	0.8194604283287453	Genome has more than 10.0% of markers with multiple hits
bin.97	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	N/A	N/A	N/A	N/A	N/A	GCA_001896865.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__UBA6038 sp001896865	79.22	0.42	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002307315.1, s__UBA6038 sp002307315, 95.0, 76.48, 0.13; GCA_002429315.1, s__UBA6038 sp002429315, 95.0, 76.43, 0.11; GCA_003158585.1, s__UBA6038 sp003158585, 95.0, 76.38, 0.13; GCA_001898015.1, s__UBA6038 sp001898015, 95.0, 76.35, 0.15; GCA_003139615.1, s__UBA6038 sp003139615, 95.0, 76.09, 0.09; GCA_002307725.1, s__UBA6038 sp002307725, 95.0, 76.08, 0.11; GCA_003131925.1, s__UBA6038 sp003131925, 95.0, 75.93, 0.06	23.71	11	0.9464619625815961	Genome has more than 47.5% of markers with multiple hits
